MSISDN1,PIN,MSISDN2,AMOUNT
8801700400439,OTM1NAo=,1700422356,27
8801700400440,MDQwNgo=,1700418082,21
8801700400441,MDA1NQo=,1700415998,27
8801700400442,ODYwMAo=,1700412707,27
8801700400443,MDU0Mwo=,1700402558,22
8801700400444,ODAyMwo=,1700415100,21
8801700400445,OTkyMgo=,1700403749,26
8801700400446,NTgzNQo=,1700409952,21
8801700400447,NDk0NAo=,1700407182,26
8801700400448,MDU4MAo=,1700427537,26
8801700400449,MTM3Mwo=,1700406431,24
8801700400450,NzEzOAo=,1700411001,22
8801700400451,Mzc3NAo=,1700416320,21
8801700400452,ODIwMgo=,1700405991,20
8801700400453,ODgyNgo=,1700415733,21
8801700400454,MzM4MQo=,1700404349,21
8801700400455,MjEzNAo=,1700421224,23
8801700400456,NTQyOAo=,1700410124,27
8801700400457,NDc3Mgo=,1700418544,20
8801700400458,NDg5NQo=,1700406542,24
8801700400459,NzM2Ngo=,1700427523,22
8801700400460,NDUzOAo=,1700405588,24
8801700400461,NDkxNwo=,1700416245,26
8801700400462,MTM1NQo=,1700404286,20
8801700400463,MDY0Ngo=,1700406360,21
8801700400464,MjUzOQo=,1700408680,27
8801700400465,OTQ1Mgo=,1700411466,26
8801700400466,MzcwNQo=,1700425498,21
8801700400467,NDMxMQo=,1700428739,24
8801700400468,MTI1Ngo=,1700426981,24
8801700400469,MjI0NAo=,1700425661,27
8801700400470,OTczMwo=,1700403139,26
8801700400471,Njc4Nwo=,1700414413,25
8801700400472,MjM5Mgo=,1700402512,25
8801700400473,OTQzMwo=,1700425426,24
8801700400474,OTcyMgo=,1700413570,22
8801700400475,NjE5Nwo=,1700425430,23
8801700400476,MDc4OQo=,1700407407,21
8801700400477,OTc0MQo=,1700415221,22
8801700400478,MDU2MAo=,1700423249,27
8801700400479,MjY3Nwo=,1700417888,24
8801700400480,MTkyNAo=,1700424080,20
8801700400481,ODAxOQo=,1700425386,20
8801700400482,MDg5Mwo=,1700413309,23
8801700400483,MDc2NQo=,1700422719,20
8801700400484,NDM2NQo=,1700409556,25
8801700400485,NDc2Ngo=,1700402538,24
8801700400486,NjU3Ngo=,1700402055,21
8801700400487,MDY3OAo=,1700413207,23
8801700400488,NjU5NAo=,1700417868,21
8801700400489,NzkxMAo=,1700408243,26
8801700400490,MjMyNwo=,1700427334,20
8801700400491,MDY2MQo=,1700402615,20
8801700400492,MjQ4Mgo=,1700427823,23
8801700400493,OTgyNwo=,1700406172,26
8801700400494,NzU5MAo=,1700403602,23
8801700400495,MDEzMgo=,1700416672,24
8801700400496,MzA2MQo=,1700413851,24
8801700400497,MDEzMQo=,1700404660,24
8801700400498,MTEwMAo=,1700403849,21
8801700400499,MTY3Nwo=,1700412754,27
8801700400500,OTY1Mgo=,1700414289,22
8801700400501,MTk0NAo=,1700402118,22
8801700400502,MzUyMgo=,1700409934,23
8801700400503,Mzg3MAo=,1700425811,21
8801700400504,MDgzOQo=,1700406177,24
8801700400505,NDA2MQo=,1700407685,24
8801700400506,Mzg1Mgo=,1700419079,23
8801700400507,MDc2MQo=,1700414208,24
8801700400508,ODE5Nwo=,1700404614,25
8801700400509,NDI2OAo=,1700403516,26
8801700400510,MjE5Nwo=,1700406398,23
8801700400511,NzE2Mwo=,1700406858,26
8801700400512,MTU0MQo=,1700425673,21
8801700400513,MjMxMQo=,1700402341,24
8801700400514,MTQ4Mwo=,1700423015,27
8801700400515,NjYzMQo=,1700421014,26
8801700400516,MjQ2MQo=,1700402216,25
8801700400517,NTQyNQo=,1700415838,20
8801700400518,MzUyNgo=,1700423347,26
8801700400519,MjQzMwo=,1700425842,20
8801700400520,NzQzMgo=,1700427936,20
8801700400521,NjM2NQo=,1700403703,27
8801700400522,ODM2NAo=,1700416805,26
8801700400523,MzA4Mwo=,1700402318,25
8801700400524,MjgzMQo=,1700402980,26
8801700400525,MDUyOAo=,1700403844,20
8801700400526,NjYyMAo=,1700427687,27
8801700400527,OTA0OQo=,1700407379,20
8801700400528,NDIwNAo=,1700402982,22
8801700400529,NTg4Ngo=,1700422011,25
8801700400530,NzYwMAo=,1700402879,27
8801700400531,ODYzNgo=,1700425662,24
8801700400532,Mjk5MQo=,1700412356,26
8801700400533,NjIzNAo=,1700402666,24
8801700400534,MTkwMQo=,1700402163,25
8801700400535,ODM0MAo=,1700407463,23
8801700400536,MTIxMgo=,1700426357,24
8801700400537,NzIwNQo=,1700417169,25
8801700400538,Mjg0Mwo=,1700426980,24
8801700400539,MDQ3OAo=,1700405880,22
8801700400540,OTUxMQo=,1700413841,20
8801700400541,ODkyNQo=,1700424282,27
8801700400542,MjQ0OAo=,1700407313,22
8801700400543,MjQ5Mgo=,1700419366,23
8801700400544,MDYwMwo=,1700412519,22
8801700400545,MDM5MAo=,1700412734,20
8801700400546,NTU3NQo=,1700407448,25
8801700400547,OTAzNAo=,1700406077,23
8801700400548,MjE5OAo=,1700422357,25
8801700400549,MTA2Mwo=,1700424476,21
8801700400550,NjEzNQo=,1700426532,21
8801700400551,NDAwOQo=,1700425008,21
8801700400552,OTc1OQo=,1700424066,26
8801700400553,NTI3MQo=,1700423546,24
8801700400554,OTg2OQo=,1700406530,20
8801700400555,MzY4NQo=,1700419616,23
8801700400556,OTA4Mgo=,1700415940,23
8801700400557,NTM3Ngo=,1700407005,20
8801700400558,ODI2Nwo=,1700410515,23
8801700400559,NDk3NQo=,1700402156,22
8801700400560,NTUyOQo=,1700417402,22
8801700400561,NTYzMwo=,1700414668,23
8801700400562,NTYwMwo=,1700410231,23
8801700400563,ODAwOQo=,1700407487,23
8801700400564,NDI5Mgo=,1700407540,26
8801700400565,OTU2OQo=,1700402847,26
8801700400566,NDUwNAo=,1700409731,23
8801700400567,MTkyOQo=,1700403288,23
8801700400568,OTc5NAo=,1700409630,21
8801700400569,MTMzMQo=,1700412438,23
8801700400570,NzI4NAo=,1700412200,20
8801700400571,MDU5Mwo=,1700422624,20
8801700400572,MTE3NAo=,1700406523,20
8801700400573,MzA2Nwo=,1700414091,27
8801700400574,OTQ2Mgo=,1700420513,20
8801700400575,NDE4Mwo=,1700404126,26
8801700400576,MDE0MQo=,1700406686,21
8801700400577,MDMwMwo=,1700403641,20
8801700400578,MTI1NQo=,1700407299,23
8801700400579,ODI0Mwo=,1700410344,22
8801700400580,MzI3MQo=,1700415823,21
8801700400581,NDcxMQo=,1700418123,24
8801700400582,MTcxMAo=,1700405013,20
8801700400583,NzY2Nwo=,1700421072,26
8801700400584,NTU3MAo=,1700422796,26
8801700400585,ODU3MQo=,1700421900,21
8801700400586,NTc5Mgo=,1700428221,27
8801700400587,Nzc1MQo=,1700427651,26
8801700400588,MTI1NAo=,1700403415,22
8801700400590,MzI5OAo=,1700415070,24
8801700400591,OTMwOQo=,1700412956,20
8801700400592,OTM1NAo=,1700411984,21
8801700400593,OTg3MAo=,1700422446,21
8801700400594,MTUzNgo=,1700403401,23
8801700400595,NDYyOAo=,1700411134,26
8801700400596,MTQyMQo=,1700413366,23
8801700400597,OTc4OAo=,1700403312,27
8801700400598,Nzg5Mwo=,1700405407,20
8801700400599,NzU0NQo=,1700428681,21
8801700400600,MjYzNwo=,1700415223,25
8801700400601,MDMzNAo=,1700420001,25
8801700400602,NTg5Nwo=,1700427637,25
8801700400603,OTk0NQo=,1700403266,23
8801700400604,MzQwOQo=,1700403915,26
8801700400605,ODM3MQo=,1700420755,27
8801700400606,ODUzNgo=,1700403968,27
8801700400607,MjAxMAo=,1700415431,21
8801700400608,OTYzMwo=,1700412308,26
8801700400609,MDU0Mwo=,1700425406,21
8801700400610,MTcyOAo=,1700414898,26
8801700400611,NzEwOQo=,1700411317,24
8801700400612,MDIyMgo=,1700426639,21
8801700400613,NTQ4Mgo=,1700404529,25
8801700400614,NzM4MAo=,1700413742,22
8801700400615,NjI1Mwo=,1700418009,25
8801700400616,MjgzNwo=,1700403432,27
8801700400617,NjEzNAo=,1700413414,25
8801700400618,MjAwMgo=,1700407125,25
8801700400619,ODYxNwo=,1700406197,27
8801700400620,NjIwMwo=,1700424180,24
8801700400621,OTM0Mwo=,1700414696,27
8801700400622,Njk0NAo=,1700406508,26
8801700400623,OTI0OQo=,1700417064,24
8801700400624,MTAyOQo=,1700415541,22
8801700400625,MDg5MQo=,1700425308,24
8801700400626,Mjc1NAo=,1700428805,27
8801700400627,MjE3Nwo=,1700407431,24
8801700400628,Mzc2OQo=,1700426408,27
8801700400629,OTQ5OAo=,1700403214,26
8801700400630,ODYxMAo=,1700407327,22
8801700400631,MDg2Nwo=,1700421986,24
8801700400632,NzcwNQo=,1700408735,23
8801700400633,MTk5OQo=,1700419582,24
8801700400634,MTc2OAo=,1700416287,22
8801700400635,NjgxMAo=,1700402308,23
8801700400636,OTU1Nwo=,1700409388,23
8801700400637,NzE0NAo=,1700423077,23
8801700400638,MjY5OQo=,1700417331,24
8801700400639,NzM4Ngo=,1700425447,27
8801700400640,MDI3MQo=,1700410566,20
8801700400641,NjE5Mgo=,1700418022,27
8801700400642,ODIxNwo=,1700424744,27
8801700400643,OTU3NQo=,1700422716,26
8801700400644,MDM5Mgo=,1700406895,23
8801700400645,NzkzNwo=,1700406648,21
8801700400646,MzY3MQo=,1700408181,20
8801700400647,NzQ1NAo=,1700423542,20
8801700400648,NjEyMQo=,1700421639,20
8801700400649,NjcyNwo=,1700419722,21
8801700400650,NTIxNAo=,1700417408,25
8801700400651,NzA5Mgo=,1700426909,22
8801700400652,NjgwNwo=,1700405339,25
8801700400653,NTQ4NQo=,1700414938,22
8801700400654,OTQ2MAo=,1700409428,23
8801700400655,NDc2Mgo=,1700404669,20
8801700400656,MzYzOAo=,1700426927,20
8801700400657,MDg0Mgo=,1700421812,20
8801700400658,MTQ5Nwo=,1700402958,24
8801700400659,NTAyMwo=,1700414950,26
8801700400660,NjY1OAo=,1700407505,20
8801700400661,MDg2MAo=,1700418740,25
8801700400662,Nzc0Mwo=,1700417593,20
8801700400663,MzM5OAo=,1700416061,20
8801700400664,Mjg4MAo=,1700405019,24
8801700400665,MjgwMwo=,1700424819,27
8801700400666,NTI0Mwo=,1700406031,26
8801700400667,NTcyMQo=,1700402427,24
8801700400668,NjMzNAo=,1700404228,25
8801700400669,MTc2Nwo=,1700422305,22
8801700400670,OTMzNAo=,1700402600,27
8801700400671,ODkxMgo=,1700412258,23
8801700400672,NzY4OAo=,1700412713,21
8801700400673,MjE2NAo=,1700411455,22
8801700400674,MDM5NAo=,1700421028,25
8801700400675,NTQ5OAo=,1700416294,26
8801700400676,MjU2Mwo=,1700406547,26
8801700400677,ODQxMQo=,1700424109,23
8801700400678,OTU1Nwo=,1700428485,26
8801700400679,MTAyOQo=,1700404537,24
8801700400680,NDEwMwo=,1700426050,25
8801700400681,NjkzMgo=,1700420842,25
8801700400682,Nzc3MAo=,1700404907,22
8801700400683,NjMxMwo=,1700419220,22
8801700400684,ODQxMgo=,1700417242,24
8801700400685,Njc4NQo=,1700428530,27
8801700400686,NTY1MAo=,1700424083,27
8801700400687,MzcyNgo=,1700406644,26
8801700400688,NTk1OQo=,1700424188,24
8801700400689,MTAzNwo=,1700418605,27
8801700400690,OTg4NQo=,1700411610,26
8801700400691,NTIzNgo=,1700404785,23
8801700400692,MTkxNgo=,1700402784,25
8801700400693,MzEyMAo=,1700419031,23
8801700400694,OTEzMwo=,1700426827,27
8801700400695,MzA4Nwo=,1700403390,26
8801700400696,NzI1NQo=,1700412554,21
8801700400697,NzkwNwo=,1700402186,27
8801700400698,NDc5OQo=,1700413267,23
8801700400699,NzgzOQo=,1700406016,27
8801700400700,NTg3NQo=,1700405421,26
8801700400701,NjU1MQo=,1700420714,26
8801700400702,NzU1NQo=,1700424039,25
8801700400703,MTIxNAo=,1700409043,27
8801700400704,NjM1MQo=,1700418306,23
8801700400705,NTIwOQo=,1700407710,25
8801700400706,Mzc1NAo=,1700417835,22
8801700400707,MDc5MAo=,1700403871,22
8801700400708,MjQzOQo=,1700417191,24
8801700400709,Mzc4OAo=,1700405831,20
8801700400711,MjIxMAo=,1700410141,25
8801700400712,MTE2MQo=,1700402436,26
8801700400713,Mzc2NQo=,1700421538,20
8801700400714,MTQyOAo=,1700422471,24
8801700400715,NzQ3Nwo=,1700405266,24
8801700400716,MjYwMgo=,1700427799,25
8801700400717,MDE5Mgo=,1700404364,24
8801700400718,ODAwMgo=,1700425229,25
8801700400719,Mjk1Mwo=,1700409405,20
8801700400720,MjY3NQo=,1700417016,23
8801700400721,NDA4OAo=,1700402033,22
8801700400722,MTE1NQo=,1700424836,21
8801700400723,ODkxMAo=,1700408021,22
8801700400724,Njg0MAo=,1700404101,21
8801700400725,NzQ3NAo=,1700428506,26
8801700400726,ODYwNQo=,1700405058,21
8801700400727,NjMzNAo=,1700418193,22
8801700400728,Mjc3OQo=,1700412731,27
8801700400729,MTE3MQo=,1700425112,22
8801700400730,Mzk5Nwo=,1700408531,20
8801700400731,MzE4NQo=,1700404484,24
8801700400732,MzU4Nwo=,1700411060,20
8801700400733,NDE2MQo=,1700417078,20
8801700400734,MjY0Mgo=,1700419565,26
8801700400735,MjcxOAo=,1700402730,21
8801700400736,MzUyNgo=,1700403760,21
8801700400737,OTc0NQo=,1700417080,23
8801700400738,MTM0OQo=,1700408330,23
8801700400739,MjQ4Mgo=,1700405605,23
8801700400740,MjcxNQo=,1700420136,25
8801700400741,NTc0MAo=,1700414115,23
8801700400742,OTMyMgo=,1700421623,24
8801700400743,MDIwNgo=,1700421258,25
8801700400744,MDMzNgo=,1700428625,23
8801700400745,NTUwMgo=,1700422646,23
8801700400746,MTQyNgo=,1700411827,26
8801700400747,MTM1Mwo=,1700406932,22
8801700400748,ODk0NAo=,1700423579,23
8801700400749,MzM3OAo=,1700423853,20
8801700400750,MzU4Ngo=,1700405361,22
8801700400751,ODY0MAo=,1700419396,20
8801700400752,ODk3Ngo=,1700408197,21
8801700400753,NjQ4NAo=,1700404478,27
8801700400754,MTMxOAo=,1700402051,26
8801700400755,OTk0MQo=,1700406212,24
8801700400756,NjQ3MAo=,1700426424,21
8801700400757,OTU5Ngo=,1700425352,23
8801700400758,Njg1MQo=,1700425193,26
8801700400759,MjMzMQo=,1700406358,20
8801700400760,MjcwOAo=,1700412628,23
8801700400761,MTIwMQo=,1700405921,24
8801700400762,NDM1Mgo=,1700405120,22
8801700400763,MDQyNgo=,1700406889,20
8801700400764,NTk1OQo=,1700407422,24
8801700400765,Mjc1OQo=,1700427554,26
8801700400766,NjE5OQo=,1700419497,27
8801700400767,ODA0Mgo=,1700420390,20
8801700400768,NTQ0Nwo=,1700407115,20
8801700400769,NjYyMwo=,1700408124,23
8801700400770,MTQwMwo=,1700416346,21
8801700400771,NjczOQo=,1700423434,22
8801700400772,OTUzMAo=,1700402231,24
8801700400773,NzE3MAo=,1700403683,26
8801700400774,ODU1NQo=,1700417044,23
8801700400775,NTQwNAo=,1700415138,22
8801700400776,ODM0Mwo=,1700421853,21
8801700400777,ODE2OAo=,1700402642,20
8801700400778,NjYyNgo=,1700417814,27
8801700400779,MjYxNwo=,1700416714,20
8801700400780,Mzg3OAo=,1700405650,24
8801700400781,NjM3MQo=,1700424089,27
8801700400782,MTcyNAo=,1700407059,20
8801700400783,NDgwMgo=,1700410027,25
8801700400784,MjI4MQo=,1700404630,22
8801700400785,NzcxNwo=,1700415736,26
8801700400786,Njc1Ngo=,1700426705,25
8801700400787,MTAyMwo=,1700412195,27
8801700400788,MDcyNgo=,1700417141,22
8801700400789,NDI2MQo=,1700427348,22
8801700400790,NzY0OQo=,1700419908,20
8801700400791,MTc1MQo=,1700404515,26
8801700400792,MDU4OAo=,1700402898,22
8801700400793,NDc1OAo=,1700407095,22
8801700400794,MDMyNwo=,1700421474,27
8801700400795,MTUxMwo=,1700427757,25
8801700400796,ODEzOQo=,1700407411,24
8801700400797,NTg2NAo=,1700403790,20
8801700400798,NTE4Nwo=,1700427374,22
8801700400799,NDM3Mwo=,1700422557,21
8801700400800,NzY1Mgo=,1700410130,21
8801700400801,MDc2MQo=,1700423488,26
8801700400802,ODQ3NQo=,1700422275,23
8801700400803,NDczMQo=,1700409621,24
8801700400804,NzA0Nwo=,1700407925,23
8801700400805,OTU0OAo=,1700422244,22
8801700400806,NDI3MAo=,1700402577,20
8801700400807,OTc1Mwo=,1700420621,24
8801700400808,NTg3Nwo=,1700422533,24
8801700400809,Nzg0Mwo=,1700403924,24
8801700400810,OTgyNQo=,1700408616,21
8801700400811,MDMxOQo=,1700420283,22
8801700400812,ODI4Nwo=,1700403187,22
8801700400813,OTU3Ngo=,1700413343,24
8801700400814,OTMyOAo=,1700428657,27
8801700400815,NDc4Mwo=,1700423752,23
8801700400816,ODI1Ngo=,1700407784,23
8801700400817,MjczOAo=,1700426272,25
8801700400818,NzgyMwo=,1700403943,27
8801700400819,NDY5Mgo=,1700421046,20
8801700400820,MTA4MQo=,1700417571,24
8801700400821,MDQ3NQo=,1700422061,22
8801700400822,NjkzMQo=,1700404601,23
8801700400823,Mjc0OAo=,1700428984,23
8801700400824,NzYzMAo=,1700425709,24
8801700400825,MDk5Nwo=,1700411075,23
8801700400826,MzYzMAo=,1700405687,22
8801700400827,MTc3NAo=,1700415492,23
8801700400828,ODk0MAo=,1700422161,21
8801700400829,OTkzMwo=,1700405454,24
8801700400830,NTkzMAo=,1700411378,21
8801700400831,NDAyNgo=,1700421827,24
8801700400832,Njg3Ngo=,1700423990,20
8801700400833,NzIxMQo=,1700407233,26
8801700400834,OTM0Mwo=,1700402185,23
8801700400835,NDg3Ngo=,1700403509,20
8801700400836,NjY4MAo=,1700410426,20
8801700400837,NzUxMAo=,1700425466,21
8801700400838,NzI5OQo=,1700407260,25
8801700400839,NzAxMwo=,1700421007,23
8801700400840,OTU4Mwo=,1700406050,20
8801700400841,NTM5Mgo=,1700424920,24
8801700400842,NzEzNgo=,1700413005,22
8801700400843,MTE1NQo=,1700407416,22
8801700400844,NDkzMgo=,1700417027,20
8801700400845,OTYzMQo=,1700419518,20
8801700400846,NTI3NQo=,1700417202,22
8801700400847,NzA3OQo=,1700415006,26
8801700400848,OTQ3Mwo=,1700403114,22
8801700400849,MzE5MQo=,1700414022,27
8801700400850,NjYxMQo=,1700403319,26
8801700400851,ODQ3Mgo=,1700425655,22
8801700400852,NjQ0MQo=,1700407730,26
8801700400853,MTYyMAo=,1700427964,20
8801700400854,MDE3MAo=,1700403668,27
8801700400855,MDE5Mgo=,1700420705,27
8801700400856,ODQxNAo=,1700407993,24
8801700400857,NzEyMQo=,1700407587,26
8801700400858,OTE3MQo=,1700404331,26
8801700400859,OTQ4Mgo=,1700426731,23
8801700400860,ODIwMwo=,1700405920,20
8801700400861,MDQyNQo=,1700414856,23
8801700400862,Mjk0MAo=,1700412433,24
8801700400863,MzYyNAo=,1700427346,21
8801700400864,Mjk5NAo=,1700420975,23
8801700400865,ODc0Ngo=,1700424575,24
8801700400866,MDE4OAo=,1700420540,20
8801700400867,MDkwNwo=,1700422206,24
8801700400868,ODk2NAo=,1700423555,27
8801700400869,MDIzNQo=,1700425220,24
8801700400870,ODA0Ngo=,1700405068,26
8801700400871,OTc4OQo=,1700411670,20
8801700400872,NTY5OAo=,1700420927,24
8801700400873,NzM5Mgo=,1700422991,21
8801700400874,NDk1Mgo=,1700417362,27
8801700400875,MjUzMwo=,1700418198,21
8801700400876,OTY0NAo=,1700422798,20
8801700400877,MDE4Mwo=,1700416003,20
8801700400878,OTcyMgo=,1700406623,24
8801700400879,Nzc4OQo=,1700410088,22
8801700400880,MzYxMgo=,1700424259,27
8801700400881,MDc2MAo=,1700421084,21
8801700400882,MTI1Mgo=,1700418310,21
8801700400883,NDA5OQo=,1700428247,25
8801700400884,MjMwNwo=,1700404653,25
8801700400885,NzU2NQo=,1700417925,27
8801700400886,MjI4NQo=,1700408641,20
8801700400887,MjAxOAo=,1700424237,25
8801700400888,MTQzOAo=,1700405801,22
8801700400889,MTY2Mgo=,1700420318,23
8801700400890,NzQyNgo=,1700415186,25
8801700400891,OTU0OAo=,1700413422,25
8801700400892,OTAzMwo=,1700416554,23
8801700400893,NTQ5OQo=,1700402997,25
8801700400894,NzE1NQo=,1700407260,23
8801700400895,MzMyMQo=,1700404465,27
8801700400896,NjE5Mwo=,1700407324,20
8801700400897,Mjc5OQo=,1700402498,21
8801700400898,MDkxOAo=,1700409439,22
8801700400899,NzgxNQo=,1700413635,26
8801700400900,ODY4MQo=,1700411323,25
8801700400901,MzI3Ngo=,1700402847,27
8801700400902,NzkyOQo=,1700404978,26
8801700400903,NTc3Nwo=,1700408709,26
8801700400904,OTU3Mwo=,1700423787,23
8801700400905,ODU4Mwo=,1700402146,21
8801700400906,NjQ4NAo=,1700410338,27
8801700400907,NzIzMQo=,1700409167,20
8801700400908,NTY2NQo=,1700409548,23
8801700400909,MjQxOQo=,1700407795,22
8801700400910,MzY0Nwo=,1700405848,23
8801700400911,ODM3MQo=,1700405213,20
8801700400912,OTEzOAo=,1700419941,23
8801700400913,ODc1NAo=,1700408157,21
8801700400914,NjAwMQo=,1700425888,26
8801700400915,OTc0NAo=,1700424978,25
8801700400916,MDIxOAo=,1700402479,23
8801700400917,NjM0Mgo=,1700405093,24
8801700400918,NjAyNQo=,1700422772,26
8801700400919,MjAzMwo=,1700424721,20
8801700400920,NjgxOQo=,1700425922,26
8801700400921,NDgyNgo=,1700413187,23
8801700400922,OTg3Nwo=,1700406453,23
8801700400923,NjQzNwo=,1700423742,23
8801700400924,NDc5NAo=,1700422019,24
8801700400925,ODQyMQo=,1700419777,23
8801700400926,OTQzNAo=,1700405028,20
8801700400927,OTUyMwo=,1700418185,22
8801700400928,NzY2Mgo=,1700423466,26
8801700400929,MDcwNgo=,1700406139,21
8801700400931,ODEwMQo=,1700410831,25
8801700400932,MTk2OQo=,1700422392,21
8801700400933,NjQ0NQo=,1700404753,23
8801700400934,ODI0Mwo=,1700417575,22
8801700400935,MDM5OQo=,1700402071,24
8801700400936,OTU5NQo=,1700419027,20
8801700400937,NDE4NQo=,1700417493,27
8801700400938,ODUzNgo=,1700418859,22
8801700400939,NjQ4MQo=,1700427845,21
8801700400940,MDA3Mwo=,1700405538,21
8801700400941,OTE5Mgo=,1700427896,24
8801700400942,Mjg3Mgo=,1700422639,20
8801700400943,NTg4NAo=,1700411225,27
8801700400944,NzQ2OQo=,1700406897,24
8801700400945,MzI0Mgo=,1700406543,21
8801700400946,NDIwMAo=,1700408988,20
8801700400947,OTIwMgo=,1700421594,23
8801700400948,MTIyOAo=,1700412301,20
8801700400949,NDYwMQo=,1700415617,21
8801700400950,NzY0Mgo=,1700406556,22
8801700400951,NTM3NQo=,1700402165,25
8801700400952,OTI4Nwo=,1700412004,20
8801700400953,ODE1Mgo=,1700403784,22
8801700400954,MTU2OAo=,1700405914,23
8801700400955,MjQyNQo=,1700407283,23
8801700400956,NTgyOQo=,1700420333,24
8801700400957,NjE4Mwo=,1700417186,24
8801700400958,NjE0Mwo=,1700407596,21
8801700400959,ODEzOQo=,1700404907,25
8801700400960,MTEwNwo=,1700406305,23
8801700400961,NjY4NAo=,1700411563,20
8801700400962,NDMwNwo=,1700412764,21
8801700400963,NDI0MQo=,1700413459,24
8801700400964,MDE4NAo=,1700404118,20
8801700400965,NjM0Ngo=,1700405331,26
8801700400966,MDUzNQo=,1700412143,22
8801700400967,NjY4Nwo=,1700414646,25
8801700400968,NDM1NQo=,1700402764,22
8801700400969,NzA3Nwo=,1700412630,23
8801700400970,NDIyOAo=,1700415008,27
8801700400971,MzIyNgo=,1700419622,20
8801700400972,MzkwOQo=,1700402382,26
8801700400973,OTIxNAo=,1700424110,20
8801700400974,MDgyOAo=,1700415231,26
8801700400975,MDYyNQo=,1700427488,20
8801700400976,NTk5Ngo=,1700426958,25
8801700400977,OTg3Mgo=,1700407987,23
8801700400978,NjM5Mgo=,1700426239,27
8801700400979,MjI1NQo=,1700410314,25
8801700400980,ODE3OAo=,1700423096,21
8801700400981,NzkxNAo=,1700427755,22
8801700400982,MTMzNwo=,1700410356,20
8801700400983,NDg2MQo=,1700402473,26
8801700400984,MzY0Ngo=,1700409613,21
8801700400985,MTI5Nwo=,1700416660,27
8801700400986,NzM2OQo=,1700416879,27
8801700400987,MjAwMAo=,1700404451,20
8801700400988,NjM4NQo=,1700415820,27
8801700400989,ODMxMAo=,1700408874,21
8801700400990,NDE4OQo=,1700406796,25
8801700400991,MjIyMAo=,1700425025,27
8801700400992,NzE0MQo=,1700427951,25
8801700400993,MzczNgo=,1700421388,21
8801700400994,MjQ1Mgo=,1700423234,24
8801700400995,NzQ0Nwo=,1700416947,21
8801700400996,NzQ3Ngo=,1700414282,23
8801700400997,Njg5Mgo=,1700417158,24
8801700400998,MTQ0Ngo=,1700422558,20
8801700400999,MDUyMAo=,1700410045,25
8801700401000,ODgyMQo=,1700427347,25
8801700401001,NDgzMAo=,1700422362,26
8801700401002,MDkwOQo=,1700423194,21
8801700401003,Mzc0NAo=,1700410867,21
8801700401004,MDk1OAo=,1700416725,24
8801700401005,OTM1Nwo=,1700416829,24
8801700401006,OTQ5NQo=,1700427112,22
8801700401007,MTYyNQo=,1700405708,26
8801700401008,NTUxNQo=,1700402152,26
8801700401009,NTczNAo=,1700403391,26
8801700401010,NTI0Nwo=,1700402611,22
8801700401011,MjU2Ngo=,1700417047,22
8801700401012,MjQwMQo=,1700404433,27
8801700401013,MTk4Nwo=,1700416405,24
8801700401014,NTc0MAo=,1700404522,23
8801700401015,NzYzOAo=,1700412644,21
8801700401016,MDQ1MAo=,1700402203,22
8801700401017,MzcyNAo=,1700402924,27
8801700401018,NDU2OQo=,1700402612,23
8801700401019,MDAzOAo=,1700405301,22
8801700401020,NTUzMQo=,1700419629,20
8801700401021,NTgxNgo=,1700410011,21
8801700401022,NjU5Mgo=,1700406382,23
8801700401023,MjYyOAo=,1700412731,27
8801700401024,MzM2NAo=,1700428805,21
8801700401025,Nzg3MQo=,1700426184,21
8801700401026,MzE0MQo=,1700418265,22
8801700401027,NzAzMQo=,1700411938,22
8801700401028,MzMzNwo=,1700423874,21
8801700401029,NjM5Mgo=,1700424584,26
8801700401030,MjgwNAo=,1700414082,23
8801700401031,NzM4NQo=,1700419044,20
8801700401032,NTY3Ngo=,1700418016,27
8801700401033,NTEzNwo=,1700411227,27
8801700401034,NjE4OQo=,1700406776,23
8801700401035,OTE1OAo=,1700404290,25
8801700401036,Mzg3NAo=,1700410757,27
8801700401037,NDgzNgo=,1700420536,20
8801700401038,NjAxNAo=,1700404446,23
8801700401039,MDQ3NAo=,1700404934,22
8801700401040,ODY0NAo=,1700411579,21
8801700401041,MTA1MAo=,1700411409,26
8801700401042,OTgyNwo=,1700402249,24
8801700401043,NTY4NAo=,1700419033,24
8801700401044,NjI0OQo=,1700424237,25
8801700401045,NzQ5MAo=,1700409619,22
8801700401046,Nzc3MAo=,1700426266,26
8801700401047,ODk0NAo=,1700407304,27
8801700401048,MDY1Mwo=,1700415471,23
8801700401049,MTg3MAo=,1700404139,20
8801700401050,Mzg0Mgo=,1700419697,27
8801700401051,ODMwMQo=,1700416249,24
8801700401052,MTI1Nwo=,1700424585,25
8801700401053,OTY5Ngo=,1700413819,20
8801700401054,ODU1Mwo=,1700407589,22
8801700401055,NDg4NAo=,1700413354,20
8801700401056,NjU1MAo=,1700405014,24
8801700401057,MTMxMgo=,1700413356,21
8801700401058,MzgxNwo=,1700405078,24
8801700401059,NzAxMwo=,1700405772,24
8801700401060,OTU2Mgo=,1700418947,26
8801700401061,OTg3OQo=,1700407014,24
8801700401062,NDg5Mgo=,1700402270,20
8801700401063,MzQzMwo=,1700411665,24
8801700401064,NTE0NAo=,1700426708,23
8801700401065,NDk1MAo=,1700423080,20
8801700401066,NjQ2NAo=,1700407118,27
